conversion_certificate,deed_from_previous_owner,electricity_connection,electricity_connection_detail,encumberence_certificate,is_the_plot_free_of_any_legal_issues,revenue_document,road_available,road_available_detail,sewage_connection,sewage_connection_detail,title_deed,title_deed_detail,water_connection,water_connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_available,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
No,Yes,Yes,Electricity Board,No,Yes,,Yes,On Highway,No,,Yes,Sale Deed,No,,,Yes,Yes,,0,5,Bauria Howrah,4.0,70.0,1,583.0,Resale,Residential Land / Plot,0,0,0,300.0,12000.0
,,,,,,,,,,,,,,,,No,No,,0,3,Hooghly,,14.0,1,972.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,No,,3,9,Action Area 1,2.0,,0,,Resale,Residential Land / Plot,0,1,0,40.0,15120.0
,,,,,,,,,,,,,,,,Yes,Yes,53.7 X 26.8,3,2,New Town,2.0,25.5,1,1771.0,New Property,Residential Land / Plot,1,1,0,15.0,1440.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",No,No,45 X 32,4,Congo,Action Area 3,4.0,26.0,1,1806.0,New Property,Residential Land / Plot,1,1,0,7.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Bhattanagar,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,27.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Andul Road,1.0,40.0,1,1111.0,New Property,Residential Land / Plot,0,0,0,10.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,,7,5,Nimta,,160.0,1,2667.0,Resale,Residential Land / Plot,0,0,0,,6000.0
,,,,,,,,,,,,,,,,Yes,Yes,6708 X 0.54,6,1,Phool Bagan Kankurgachi,2.0,,0,,Resale,Residential Land / Plot,0,1,0,30.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,6708 X 0.54,6,1,"Bangur, Lake Town",2.0,,0,,Resale,Residential Land / Plot,1,1,0,20.0,3600.0
,,,,,,,,,,,,,,,,No,No,,0,4,Khariberia,,,0,,Resale,Residential Land / Plot,0,0,0,,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Gift Deed,Yes,Water Board,,Yes,No,,6,,Sonarpur,,28.0,1,1945.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 32,5,3,Joka,2.0,4.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,1440.0
,,,,,,,,,,,,,,,,No,No,,2,,Muragachha,,400.0,1,743.0,Resale,Residential Land / Plot,0,0,0,,28800.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,On Highway,Yes,,Yes,Sale Deed,Yes,,,Yes,Yes,199.8 X 50.45,1,1,Bakkhali,1.0,180.0,1,1786.0,Resale,Residential Land / Plot,0,1,0,5.0,10080.0
,,,,,,,,,,,,,,,,No,No,,1,Congo,Thakurpukur Bazar,1.0,19.0,1,880.0,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Nimta,3.0,,0,,Resale,Residential Land / Plot,0,0,0,3.0,21600.0
Yes,No,No,,Yes,No,,Yes,Mud Road,No,,Yes,Sale Deed,No,,,No,No,42 X 25,0,2,"Kalua, Joka",1.0,7.5,1,694.0,Resale,Residential Land / Plot,0,0,0,3.0,1080.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 48,5,3,Joka,3.0,3.7,1,171.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,Yes,40 X 45,19,,Joka,2.0,2.4,1,323.0,New Property,Residential Land / Plot,1,1,0,10.0,727.0
,,,,,,,,,,,,,,,,No,No,,1,4,Action Area 3,1.0,23.0,1,639.0,Resale,Residential Land / Plot,1,1,0,13.0,3600.0
Yes,Yes,No,,Yes,No,,Yes,Mud Road,No,,Yes,,No,,,Yes,No,40 X 52.5,1,5,Salt Lake City,4.0,75.0,1,3571.0,Resale,Residential Land / Plot,1,1,0,6.0,2100.0
,,,,,,,,,,,,,,,,Yes,No,240 X 240,0,15,Joka,1.0,,0,,Resale,Residential Land / Plot,0,0,0,40.0,28800.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,"Amtala, Diamond Harbour Road",,36.0,1,833.0,Resale,Residential Land / Plot,0,0,0,,4320.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,,Yes,Borewell,,Yes,No,,0,4,New Town,4.0,150.0,1,5209.0,Resale,Residential Land / Plot,0,0,0,5.0,2880.0
Yes,Yes,Yes,,No,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,1,Sarsuna,2.0,,0,,New Property,Residential Land / Plot,0,0,0,6.0,414000.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Kasba,,,0,,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,268 X 34.9,0,10,Elgin,4.0,,0,,Resale,Residential Land / Plot,0,1,0,8001.0,9361.0
,,,,,,,,,,,,,,,,Yes,No,,2,4,Narendrapur Rajpur Sonarpur,,65.0,1,1806.0,Resale,Residential Land / Plot,0,0,0,,3600.0
Yes,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,3,,Kabardanga,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,80.8 X 35.7,0,5,Action Area 3,2.0,32.0,1,1111.0,New Property,Residential Land / Plot,1,1,0,10.0,2880.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Birati,,60.0,1,1470.0,Resale,Residential Land / Plot,0,0,0,,4083.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 48,5,3,Joka,2.0,3.8,1,176.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,3,2,"Sankrail, Howrah",,,0,,Resale,Residential Land / Plot,0,0,0,,14400.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 48,5,3,Joka,2.0,6.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,3,3,Bauria Howrah,,35.0,1,972.0,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Barasat,4.0,,0,,New Property,Residential Land / Plot,0,0,0,33.0,11520.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Basirhat,,2000.0,1,694.0,Resale,Residential Land / Plot,0,0,0,,288000.0
,,,,,,,,,,,,,,,,No,No,,0,3,Basirhat,,3200.0,1,1587.0,Resale,Residential Land / Plot,0,0,0,,201600.0
Yes,Yes,No,,Yes,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,No,No,60 X 46.67,4,,"Makhla, Uttarpara Kotrung",3.0,40.0,1,1429.0,Resale,Residential Land / Plot,0,0,0,3.0,2800.0
,,,,,,,,,,,,,,,,No,No,,1,3,Sodepur,4.0,10.5,1,729.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,0,3,Action Area 3,2.0,13.5,1,1875.0,New Property,Residential Land / Plot,0,1,0,10.0,720.0
,,,,,,,,,,,,,,,,No,No,,1,,Rishra,2.0,55.0,1,1000.0,Resale,Residential Land / Plot,0,0,0,10.0,5500.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,No,,2,,Shyam Nagar,,12.0,1,1026.0,Resale,Residential Land / Plot,0,0,0,,1170.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Rajarhat,,38.0,1,2639.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,No,53.7 X 53.7,0,4,Rajarhat,2.0,90.0,1,3125.0,New Property,Residential Land / Plot,1,1,0,30.0,2880.0
,,,,,,,,,,,,,,,,Yes,No,38 X 28,0,,Nayabad,2.0,42.0,1,3889.0,Resale,Residential Land / Plot,0,1,0,6.0,1080.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,No,45 X 40,6,3,Joka,2.0,5.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,1800.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Bansdroni,,20.0,1,1111.0,Resale,Residential Land / Plot,0,0,0,,1800.0
,,,,,,,,,,,,,,,"Swimming Pool, Park, Security, Kids Play Area, Rentable Community Space",No,Yes,48 X 30,3,3,Joka,3.0,4.6,1,319.0,Resale,Residential Land / Plot,1,0,0,18.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Khardaha,,25.0,1,1736.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,Yes,,0,3,Subhasgram,,,0,,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,6,Kona Expressway,,960.0,1,2222.0,Resale,Residential Land / Plot,0,0,0,,43200.0
,,,,,,,,,,,,,,,,Yes,Yes,53.7 X 26.8,2,2,New Town,2.0,26.5,1,1840.0,New Property,Residential Land / Plot,1,1,0,15.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,3,Baruipur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,2.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,4,3,Lauhati,2.0,12.0,1,1667.0,New Property,Residential Land / Plot,0,1,0,6.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,36 X 40,3,3,Lauhati,2.0,24.5,1,1701.0,New Property,Residential Land / Plot,0,1,0,6.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,1.88 X 1181,0,1,Paschim Chowbaga,,40.5,1,1875.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,,1,,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,0,0,12.0,3228.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",No,No,23 X 31.35,13,,Joka,1.0,5.0,1,345.0,New Property,Residential Land / Plot,1,1,0,30.0,1450.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Other,Yes,Water Board,,No,No,,6,,Thakurpukur,4.0,29.0,1,1915.0,Resale,Residential Land / Plot,0,0,0,10.0,1514.0
,,,,,,,,,,,,,,,,Yes,Yes,53.7 X 26.8,2,2,New Town,2.0,25.5,1,1771.0,New Property,Residential Land / Plot,1,1,0,15.0,1440.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,53.7 X 26.8,24,2,Action Area 3,2.0,25.5,1,1771.0,New Property,Residential Land / Plot,1,1,0,15.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,No,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,No,No,,0,,"Uluberia, Howrah",1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,38880.0
,,,,,,,,,,,,,,,,No,No,,0,,"Chandannagar, Hooghly-Chinsurah",,,0,,New Property,Residential Land / Plot,1,0,0,,1200.0
,,,,,,,,,,,,,,,,No,No,,1,2,Birati,,13.0,1,1083.0,Resale,Residential Land / Plot,0,0,0,,1200.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Khardaha,,30.0,1,694.0,Resale,Residential Land / Plot,0,0,0,,4320.0
,,,,,,,,,,,,,,,,Yes,No,,2,1,Konnagar,,15.5,1,718.0,Resale,Residential Land / Plot,0,0,0,,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,1,5,Action Area 3,2.0,11.0,1,688.0,Resale,Residential Land / Plot,0,0,0,20.0,1600.0
,,,,,,,,,,,,,,,,No,No,,12,,Birati,4.0,15.0,1,521.0,Resale,Residential Land / Plot,0,0,0,10.0,2880.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,No,No,,0,1,"Domjur, Howrah",1.0,12.0,1,833.0,Resale,Residential Land / Plot,0,0,0,5.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Garia,2.0,38.0,1,293.0,Resale,Residential Land / Plot,0,1,0,10.0,12960.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,3,3,Joka,4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,,No,No,30 X 25,1,,New Town,1.0,95.0,1,5864.0,Resale,Residential Land / Plot,0,1,0,13.0,1620.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,32 X 45,5,3,Action Area 3,1.0,24.6,1,1708.0,New Property,Residential Land / Plot,1,1,0,9.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Bhowanipore,,,0,,Resale,Residential Land / Plot,0,0,0,,3470.0
,,,,,,,,,,,,,,,,No,No,,0,5,South 24 Parganas,,15.0,1,306.0,Resale,Residential Land / Plot,0,0,0,,4900.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,32 X 45,6,3,Action Area 3,1.0,25.2,1,1750.0,New Property,Residential Land / Plot,1,1,0,10.0,1440.0
No,No,No,,No,Yes,,Yes,Pucca Road,Yes,Open,Yes,Gift Deed,No,,,Yes,No,,2,3,Belghoria,2.0,34.0,1,3778.0,Resale,Residential Land / Plot,0,0,0,3.0,900.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,40 X 45,3,3,Action Area 3,1.0,31.5,1,1750.0,New Property,Residential Land / Plot,1,1,0,10.0,1800.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 48,3,3,Action Area 3,1.0,37.8,1,1750.0,New Property,Residential Land / Plot,1,1,0,10.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,4,"Shibrampur, Shibrampur Mauza",,150.0,1,372.0,Resale,Residential Land / Plot,0,0,0,,40320.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,7,3,Diamond Harbour Road,4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 48,6,3,Action Area 3,1.0,36.9,1,1708.0,New Property,Residential Land / Plot,1,1,0,9.0,2160.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,32 X 45,8,3,Action Area 3,1.0,24.8,1,1722.0,New Property,Residential Land / Plot,1,1,0,8.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Garia Station Road,,15.0,1,370.0,Resale,Residential Land / Plot,0,0,0,,4050.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Open,No,,Yes,Water Board,,No,No,,1,7,Action Area 3,3.0,42.0,1,1167.0,Resale,Residential Land / Plot,0,0,0,35.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,,4,4,Madhyamgram,,13.0,1,752.0,Resale,Residential Land / Plot,0,0,0,,1728.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium",Yes,Yes,60 X 60,58,2,Pailan,2.0,35.0,1,972.0,Resale,Residential Land / Plot,0,0,0,4.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,,1,4,Ajoy Nagar Santoshpur,2.0,300.0,1,1852.0,Resale,Residential Land / Plot,0,0,0,20.0,16200.0
,,,,,,,,,,,,,,,,No,No,,0,,Tara,,200.0,1,278.0,Resale,Residential Land / Plot,0,1,0,,72010.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Southern Avenue,3.0,,0,,Resale,Residential Land / Plot,0,1,1,50.0,3600.0
,,,,,,,,,,,,,,,,No,No,,0,,Jagacha,,,0,,Resale,Residential Land / Plot,0,0,0,,4500.0
,,,,,,,,,,,,,,,,Yes,No,134 X 75.1,0,18,Camac Street,3.0,,0,,Resale,Residential Land / Plot,0,1,0,42.0,10080.0
,,,,,,,,,,,,,,,,No,No,,0,3,Sodepur,,14.0,1,1750.0,Resale,Residential Land / Plot,0,0,0,,800.0
,,,,,,,,,,,,,,,,No,No,,8,3,Barasat,,16.0,1,1103.0,Resale,Residential Land / Plot,0,0,0,,1450.0
,,,,,,,,,,,,,,,,No,No,,0,3,Sonarpur,,12.0,1,556.0,Resale,Residential Land / Plot,0,0,0,,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,No,,0,,Ranaghat,,60.0,1,3000.0,Resale,Residential Land / Plot,0,0,0,,2000.0
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,Yes,No,52.38 X 21,0,3,Duillya,,16.0,1,1455.0,Resale,Residential Land / Plot,0,0,0,,1100.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Serampore,,160.0,1,2778.0,Resale,Residential Land / Plot,0,0,0,,5761.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,48 X 60,4,4,Action Area 3,2.0,50.4,1,1750.0,New Property,Residential Land / Plot,1,1,0,10.0,2880.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,60 X 60,3,4,Action Area 3,1.0,63.0,1,1750.0,New Property,Residential Land / Plot,1,1,0,10.0,3600.0
,,,,,,,,,,,,,,,,No,No,,4,,Barrackpore,,65.0,1,3824.0,New Property,Residential Land / Plot,0,1,0,,1700.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Tangra,3.0,,0,,Resale,Residential Land / Plot,1,1,1,40.0,22000.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,"Madurdaha, Hussainpur",2.0,,0,,Resale,Residential Land / Plot,0,0,0,16.0,3960.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Gift Deed,Yes,Water Board,,No,No,,0,Congo,Madhyamgram,4.0,29.9,1,1384.0,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,90 X 180,1,1,"Arjunpur, Kaikhali",1.0,62.5,1,386.0,Resale,Residential Land / Plot,0,0,0,10.0,16200.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",Yes,Yes,,5,,Joka,4.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Tangra,3.0,,0,,Resale,Residential Land / Plot,1,1,1,30.0,15000.0
Yes,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Sale Deed,No,,,Yes,No,,4,1,Baruipur,4.0,210.0,1,1458.0,New Property,Residential Land / Plot,1,1,0,10.0,14400.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,1.0,110.00000000000001,1,3045.0,Resale,Residential Land / Plot,0,0,0,12.0,3612.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,1,1,0,12.0,3744.0
,,,,,,,,,,,,,,,,Yes,No,30 X 72,5,,Action Area 3,2.0,42.0,1,1944.0,New Property,Residential Land / Plot,1,0,0,8.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,7419 X 4.56,0,20,Park Street Area,2.0,,0,,Resale,Residential Land / Plot,0,1,0,20.0,33840.0
,,,,,,,,,,,,,,,,Yes,No,53.7 X 80.5,0,3,New Town,2.0,240.0,1,5555.0,Resale,Residential Land / Plot,1,1,0,10.0,4320.0
,,,,,,,,,,,,,,,,No,No,,0,3,Joka,,5.0,1,347.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",No,No,45 X 48,3,,Joka,1.0,5.6,1,259.0,New Property,Residential Land / Plot,1,1,0,30.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,,Jhautala,,13.0,1,903.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Bandel Chinsurah,3000.0,27.0,1,900.0,Resale,Residential Land / Plot,0,0,0,3000.0,3000.0
,,,,,,,,,,,,,,,,Yes,No,,1,,"Mission Pally, Narendrapur",2.0,18.0,1,1667.0,Resale,Residential Land / Plot,0,0,0,500.0,1080.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Khardaha,,50.0,1,1050.0,Resale,Residential Land / Plot,0,0,0,,4763.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",No,No,24 X 30,5,,Joka,2.0,3.5,1,485.0,Resale,Residential Land / Plot,0,0,0,15.0,720.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,No,,3,,Joka,2.0,7.5,1,521.0,Resale,Residential Land / Plot,0,0,0,15.0,1440.0
,,,,,,,,,,,,,,,,No,No,,2,1,Mankundu,,100.0,1,992.0,Resale,Residential Land / Plot,0,0,0,,10080.0
,,,,,,,,,,,,,,,,Yes,No,105 X 123,0,2,Action Area 3,2.0,11.3,1,87.0,Resale,Residential Land / Plot,0,1,0,10.0,12960.0
No,Yes,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,0,Congo,Madhyamgram,3.0,140.0,1,809.0,Resale,Residential Land / Plot,0,0,0,4.0,17300.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,40 X 45,5,3,Action Area 3,1.0,31.0,1,1722.0,New Property,Residential Land / Plot,1,1,0,8.0,1800.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,45 X 48,8,3,Action Area 3,1.0,37.2,1,1722.0,New Property,Residential Land / Plot,1,1,0,8.0,2160.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,48 X 60,6,3,Action Area 3,1.0,49.6,1,1722.0,New Property,Residential Land / Plot,1,1,0,8.0,2880.0
,,,,,,,,,,,,,,,,No,Yes,,0,3,Hindmotor,,50.0,1,3472.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Parui Mauza,1.0,45.0,1,2500.0,Resale,Residential Land / Plot,0,0,0,10.0,1800.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Garia,3.0,,0,,Resale,Residential Land / Plot,0,0,0,3.0,648000.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,7,3,"Diamond Park, Joka",4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,South 24 Parganas,,,0,,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,Yes,No,24 X 30,6,3,Joka,4.0,1.3,1,181.0,New Property,Residential Land / Plot,1,1,0,10.0,720.0
,,,,,,,,,,,,,,,,No,No,49 X 33.06,6,5,Action Area 3,1.0,95.0,1,5864.0,Resale,Residential Land / Plot,0,1,0,13.0,1620.0
,,,,,,,,,,,,,,,,Yes,Yes,50 X 35.2,1,4,Rajarhat,2.0,25.2,1,1430.0,New Property,Residential Land / Plot,1,1,0,25.0,1760.0
,,,,,,,,,,,,,,,,Yes,No,,2,1,Khardaha,,26.0,1,890.0,Resale,Residential Land / Plot,0,0,0,,2920.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Madhyamgram,,15.0,1,1500.0,Resale,Residential Land / Plot,0,0,0,,1000.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,1,,Sonarpur,3.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,100800.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,,,0,,Resale,Residential Land / Plot,0,0,0,,1500.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,7,3,"Diamond Park, Joka",4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,5,3,Bhasa,4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,,No,Yes,,3,3,Batanagar,,80.0,1,585.0,Resale,Residential Land / Plot,0,0,0,,13680.0
,,,,,,,,,,,,,,,"Lift, Rain Water Harvesting, Reserved Parking, Security, Water Storage, Visitor Parking",No,No,,3,4,New Town Road,1.0,,0,,Resale,Residential Land / Plot,0,1,0,13.0,1615.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,48 X 60,6,4,Action Area 3,1.0,49.2,1,1708.0,New Property,Residential Land / Plot,1,1,0,9.0,2880.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,60 X 60,6,4,Action Area 3,1.0,61.5,1,1708.0,New Property,Residential Land / Plot,1,1,0,9.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,5,CIT,,,0,,Resale,Residential Land / Plot,0,0,0,,1650.0
Yes,Yes,Yes,Electricity Board,No,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,No,Yes,337.99 X 120.36,0,3,Bidhanpally Madhyamgram,4.0,412.0,1,1013.0,Resale,Residential Land / Plot,0,1,0,5.0,40680.0
,,,,,,,,,,,,,,,,No,No,,5,,Boral,,26.0,1,1806.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,Yes,45 X 32,1,4,Rajarhat,3.0,14.8,1,1028.0,New Property,Residential Land / Plot,1,1,0,10.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Gift Deed,Yes,Borewell,,Yes,Yes,,0,1,Bhowanipore,2.0,,0,,Resale,Residential Land / Plot,0,0,0,6.0,562.0
